연령,직업군,결혼여부,학력,신용카드소지여부,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,p_days,과거통화횟수,계약여부,연락일자,카드종류
47,산업노동자,결혼,검정고시,없음,없음,없음,유선전화,92,2,,0,no,2018-03-09,226
56,기술자,결혼,중졸,없음,대출있음,없음,유선전화,143,3,,0,no,2018-03-09,227
53,회사원,결혼,고졸,없음,없음,없음,유선전화,189,3,,0,no,2018-03-09,87
36,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,75,2,,0,no,2018-03-10,88
42,산업노동자,이혼,고졸,없음,대출있음,없음,유선전화,189,2,,0,no,2018-03-10,89
44,산업노동자,이혼,검정고시,없음,없음,없음,유선전화,55,2,,0,no,2018-03-11,90
39,주부,결혼,고졸,없음,대출있음,없음,유선전화,935,3,,0,yes,2018-03-11,91
37,회사원,미혼,전문학교,없음,대출있음,대출있음,유선전화,56,2,,0,no,2018-03-11,92
60,산업노동자,결혼,미확인,미확인,대출있음,없음,유선전화,5,2,,0,no,2018-03-11,93
36,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,225,2,,0,no,2018-03-11,94
42,공무원,이혼,대졸학사,없음,대출있음,없음,유선전화,125,2,,0,no,2018-03-12,95
31,회사원,결혼,전문학교,없음,대출있음,대출있음,유선전화,286,2,,0,no,2018-03-12,96
53,기술자,이혼,석박사,미확인,없음,대출있음,유선전화,206,2,,0,no,2018-03-12,97
45,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,164,2,,0,no,2018-03-12,98
37,기술자,미혼,석박사,없음,대출있음,없음,유선전화,98,2,,0,no,2018-03-12,99
47,자영업자,결혼,석박사,없음,없음,없음,유선전화,446,2,,0,no,2018-03-12,100
49,산업노동자,이혼,전문학교,없음,없음,대출있음,유선전화,742,2,,0,no,2018-03-14,101
36,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,120,2,,0,no,2018-03-14,102
35,서비스종사자,이혼,전문학교,없음,없음,없음,유선전화,122,3,,0,no,2018-03-14,103
38,미확인,결혼,미확인,미확인,없음,없음,유선전화,362,4,,0,no,2018-03-14,104
38,서비스종사자,미혼,전문학교,미확인,없음,없음,유선전화,357,2,,0,no,2018-03-14,105
50,산업노동자,이혼,전문학교,미확인,없음,대출있음,유선전화,200,2,,0,no,2018-03-15,106
59,은퇴,결혼,석박사,미확인,없음,없음,유선전화,107,2,,0,no,2018-03-15,107
43,미확인,결혼,미확인,없음,대출있음,없음,유선전화,267,2,,0,no,2018-03-15,108
42,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,248,2,,0,no,2018-03-15,109
40,회사원,결혼,검정고시,미확인,대출있음,없음,유선전화,215,2,,0,no,2018-03-15,110
46,산업노동자,결혼,미확인,미확인,없음,없음,유선전화,209,2,,0,no,2018-03-16,111
57,주부,이혼,중졸,없음,대출있음,대출있음,유선전화,205,2,,0,no,2018-03-16,112
42,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,261,3,,0,no,2018-03-16,113
41,산업노동자,결혼,중졸,없음,대출있음,없음,유선전화,83,2,,0,no,2018-03-17,114
54,공무원,이혼,대졸학사,없음,대출있음,없음,유선전화,106,3,,0,no,2018-03-17,115
27,회사원,미혼,대졸학사,없음,없음,없음,유선전화,106,2,,0,no,2018-03-17,116
36,회사원,결혼,전문학교,없음,없음,없음,유선전화,108,2,,0,no,2018-03-17,117
58,산업노동자,결혼,석박사,미확인,대출있음,없음,유선전화,214,2,,0,no,2018-03-17,118
40,공무원,결혼,대졸학사,미확인,대출있음,없음,유선전화,358,2,,0,no,2018-03-17,119
34,회사원,미혼,고졸,미확인,없음,없음,유선전화,453,2,,0,no,2018-03-18,120
33,회사원,이혼,전문학교,없음,없음,없음,유선전화,364,2,,0,no,2018-03-18,121
56,은퇴,결혼,검정고시,없음,없음,없음,유선전화,136,2,,0,no,2018-03-18,122
42,산업노동자,결혼,고졸,없음,없음,없음,유선전화,173,2,,0,no,2018-03-19,123
43,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,241,2,,0,no,2018-03-19,124
54,공무원,미혼,고졸,없음,대출있음,없음,유선전화,224,3,,0,no,2018-03-19,125
53,회사원,미혼,검정고시,없음,대출있음,대출있음,유선전화,148,2,,0,no,2018-03-19,126
42,기술자,미혼,미확인,없음,없음,없음,유선전화,230,2,,0,no,2018-03-21,127
40,서비스종사자,결혼,검정고시,미확인,없음,없음,유선전화,199,3,,0,no,2018-03-21,128
54,기술자,결혼,석박사,없음,대출있음,대출있음,유선전화,196,2,,0,no,2018-03-21,129
40,주부,미혼,석박사,없음,없음,없음,유선전화,111,4,,0,no,2018-03-21,130
26,회사원,미혼,대졸학사,없음,대출있음,없음,유선전화,231,3,,0,no,2018-03-21,131
33,회사원,결혼,전문학교,없음,없음,없음,유선전화,316,3,,0,no,2018-03-21,132
35,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,240,2,,0,no,2018-03-21,133
36,회사원,결혼,전문학교,없음,없음,없음,유선전화,669,3,,0,no,2018-03-21,134
29,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,425,2,,0,no,2018-03-21,135
36,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,121,2,,0,no,2018-03-22,136
35,공무원,결혼,전문학교,없음,대출있음,없음,유선전화,174,5,,0,no,2018-03-22,137
50,자영업자,미혼,대졸학사,없음,없음,대출있음,유선전화,88,5,,0,no,2018-03-22,138
46,서비스종사자,결혼,전문학교,미확인,대출있음,없음,유선전화,313,3,,0,no,2018-03-23,139
49,기업가,결혼,전문학교,없음,대출있음,없음,유선전화,135,4,,0,no,2018-03-23,140
42,기술자,미혼,석박사,미확인,대출있음,없음,유선전화,152,2,,0,no,2018-03-23,141
36,산업노동자,미혼,전문학교,없음,대출있음,대출있음,유선전화,402,3,,0,no,2018-03-23,142
55,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,221,2,,0,no,2018-03-24,143
41,공무원,결혼,대졸학사,미확인,없음,없음,유선전화,213,2,,0,no,2018-03-24,144
57,공무원,결혼,석박사,미확인,대출있음,없음,유선전화,144,3,,0,no,2018-03-24,145
32,서비스종사자,미혼,전문학교,없음,대출있음,없음,유선전화,158,3,,0,no,2018-03-24,146
49,회사원,결혼,고졸,없음,없음,없음,유선전화,220,3,,0,no,2018-03-24,147
57,미확인,결혼,미확인,미확인,대출있음,없음,유선전화,325,2,,0,no,2018-03-24,148
58,산업노동자,이혼,중졸,없음,대출있음,없음,유선전화,254,2,,0,no,2018-03-25,149
52,기술자,결혼,전문학교,없음,대출있음,없음,유선전화,503,2,,0,no,2018-03-25,150
50,서비스종사자,이혼,석박사,없음,없음,없음,유선전화,680,2,,0,no,2018-03-25,151
41,산업노동자,미혼,고졸,미확인,대출있음,없음,유선전화,421,4,,0,no,2018-03-25,152
33,기업가,결혼,대졸학사,없음,대출있음,없음,유선전화,130,3,,0,no,2018-03-25,153
57,산업노동자,결혼,중졸,없음,없음,없음,유선전화,164,2,,0,no,2018-03-25,154
48,산업노동자,결혼,검정고시,미확인,없음,없음,유선전화,174,3,,0,no,2018-03-25,155
55,기술자,결혼,석박사,없음,없음,없음,유선전화,113,2,,0,no,2018-03-26,156
38,공무원,결혼,대졸학사,없음,없음,없음,유선전화,195,2,,0,no,2018-03-26,157
38,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,347,3,,0,no,2018-03-26,158
53,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,208,2,,0,no,2018-03-26,159
43,미취업자,미혼,대졸학사,없음,없음,없음,유선전화,404,4,,0,no,2018-03-26,160
36,산업노동자,미혼,전문학교,없음,없음,없음,유선전화,396,2,,0,no,2018-03-26,161
32,산업노동자,결혼,고졸,없음,없음,없음,유선전화,98,2,,0,no,2018-03-28,162
33,서비스종사자,결혼,중졸,없음,없음,없음,유선전화,229,3,,0,no,2018-03-28,163
58,기업가,결혼,중졸,없음,대출있음,없음,유선전화,350,2,,0,no,2018-03-28,164
40,미취업자,이혼,전문학교,미확인,없음,없음,유선전화,88,3,,0,no,2018-03-28,165
57,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,379,2,,0,no,2018-03-28,166
45,기술자,결혼,전문학교,없음,대출있음,없음,유선전화,168,3,,0,no,2018-03-28,167
42,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,190,3,,0,no,2018-03-28,168
46,회사원,결혼,대졸학사,없음,대출있음,없음,유선전화,158,1,,0,no,2018-03-29,169
36,기술자,결혼,대졸학사,없음,없음,없음,유선전화,210,1,,0,no,2018-03-29,170
41,자영업자,결혼,전문학교,없음,대출있음,없음,유선전화,102,1,,0,no,2018-03-29,171
57,회사원,이혼,고졸,없음,없음,없음,유선전화,306,1,,0,no,2018-03-30,172
49,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,64,1,,0,no,2018-03-30,173
56,공무원,이혼,전문학교,없음,없음,없음,유선전화,218,1,,0,no,2018-03-30,174
37,산업노동자,결혼,고졸,없음,없음,없음,유선전화,77,1,,0,no,2018-03-30,175
37,산업노동자,결혼,고졸,없음,없음,대출있음,유선전화,54,1,,0,no,2018-03-30,176
46,회사원,미혼,전문학교,없음,대출있음,없음,유선전화,344,1,,0,no,2018-03-30,177
22,산업노동자,미혼,고졸,없음,대출있음,없음,유선전화,195,1,,0,no,2018-03-30,178
43,서비스종사자,결혼,전문학교,없음,없음,없음,유선전화,202,1,,0,no,2018-03-30,179
49,산업노동자,결혼,미확인,없음,없음,없음,유선전화,286,1,,0,no,2018-03-30,180
41,기술자,결혼,검정고시,없음,대출있음,없음,유선전화,278,1,,0,no,2018-03-30,181
38,회사원,미혼,대졸학사,없음,없음,없음,유선전화,189,1,,0,no,2018-03-31,182
33,회사원,결혼,고졸,없음,없음,없음,유선전화,83,1,,0,no,2018-03-31,183
49,회사원,결혼,대졸학사,없음,대출있음,대출있음,유선전화,18,1,,0,no,2018-03-31,184
30,산업노동자,미혼,미확인,없음,없음,없음,유선전화,184,2,,0,no,2018-03-31,185
33,회사원,결혼,고졸,없음,대출있음,없음,유선전화,235,1,,0,no,2018-03-31,186
34,공무원,미혼,대졸학사,없음,없음,없음,유선전화,290,1,,0,no,2018-03-31,187
30,학생,미혼,미확인,미확인,없음,없음,유선전화,133,1,,0,no,2018-03-31,188
59,공무원,결혼,중졸,미확인,대출있음,대출있음,유선전화,318,1,,0,no,2018-03-31,189
59,공무원,결혼,중졸,미확인,미확인,미확인,유선전화,437,1,,0,no,2018-04-01,190
41,자영업자,결혼,대졸학사,없음,없음,없음,유선전화,402,1,,0,no,2018-04-01,191
48,주부,결혼,검정고시,미확인,대출있음,대출있음,유선전화,501,4,,0,no,2018-04-01,192
28,미확인,미혼,미확인,미확인,대출있음,대출있음,유선전화,1201,1,,0,yes,2018-04-01,193
44,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,1030,1,,0,yes,2018-04-01,194
59,은퇴,미확인,대졸학사,미확인,없음,없음,유선전화,253,1,,0,no,2018-04-01,195
50,공무원,결혼,전문학교,미확인,없음,없음,유선전화,149,1,,0,no,2018-04-02,196
35,회사원,결혼,대졸학사,없음,없음,없음,유선전화,144,1,,0,no,2018-04-02,197
42,회사원,결혼,전문학교,없음,없음,없음,유선전화,69,1,,0,no,2018-04-02,198
45,회사원,결혼,고졸,없음,없음,없음,유선전화,243,1,,0,no,2018-04-02,199
36,기술자,결혼,석박사,없음,없음,없음,유선전화,769,2,,0,no,2018-04-02,200
56,서비스종사자,결혼,전문학교,미확인,없음,없음,유선전화,135,3,,0,no,2018-04-04,201
29,산업노동자,이혼,중졸,없음,없음,없음,유선전화,231,1,,0,no,2018-04-04,202
41,자영업자,결혼,대졸학사,없음,대출있음,대출있음,유선전화,442,2,,0,no,2018-04-04,203
42,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,199,1,,0,no,2018-04-04,204
52,서비스종사자,미혼,전문학교,없음,없음,없음,유선전화,455,1,,0,no,2018-04-05,205
48,서비스종사자,결혼,전문학교,미확인,미확인,미확인,유선전화,152,1,,0,no,2018-04-05,206
31,산업노동자,결혼,전문학교,미확인,대출있음,없음,유선전화,124,1,,0,no,2018-04-06,207
43,미취업자,결혼,대졸학사,미확인,대출있음,없음,유선전화,424,1,,0,no,2018-04-06,208
36,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,43,1,,0,no,2018-04-06,209
42,기업가,결혼,대졸학사,없음,대출있음,없음,유선전화,154,1,,0,no,2018-04-06,210
52,서비스종사자,이혼,검정고시,없음,없음,없음,유선전화,393,1,,0,no,2018-04-06,211
39,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,203,2,,0,no,2018-04-06,212
36,서비스종사자,결혼,전문학교,없음,없음,대출있음,유선전화,140,2,,0,no,2018-04-06,213
42,산업노동자,결혼,고졸,미확인,대출있음,없음,유선전화,326,1,,0,no,2018-04-07,214
41,회사원,결혼,전문학교,없음,없음,없음,유선전화,483,1,,0,no,2018-04-07,215
55,기술자,결혼,중졸,없음,없음,대출있음,유선전화,259,1,,0,no,2018-04-07,216
30,산업노동자,결혼,고졸,없음,없음,없음,유선전화,227,1,,0,no,2018-04-07,217
57,은퇴,미확인,중졸,없음,없음,없음,유선전화,673,1,,0,no,2018-04-07,218
45,기업가,결혼,중졸,미확인,대출있음,없음,유선전화,576,1,,0,no,2018-04-08,219
51,산업노동자,결혼,중졸,미확인,대출있음,대출있음,유선전화,180,2,,0,no,2018-04-08,220
39,자영업자,미혼,고졸,미확인,대출있음,대출있음,유선전화,90,1,,0,no,2018-04-08,221
47,회사원,결혼,전문학교,미확인,없음,없음,유선전화,505,1,,0,no,2018-04-11,222
27,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,245,1,,0,no,2018-04-11,223
34,기술자,미혼,대졸학사,없음,대출있음,없음,유선전화,186,1,,0,no,2018-04-11,224
57,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,208,1,,0,no,2018-04-11,225
43,기업가,결혼,중졸,없음,없음,없음,유선전화,623,1,,0,no,2018-04-11,226
49,산업노동자,결혼,중졸,미확인,없음,없음,유선전화,180,1,,0,no,2018-04-11,227
39,공무원,결혼,대졸학사,미확인,없음,없음,유선전화,496,3,,0,no,2018-04-12,87
38,산업노동자,결혼,중졸,미확인,대출있음,없음,유선전화,118,1,,0,no,2018-04-12,88
49,산업노동자,결혼,고졸,없음,없음,없음,유선전화,102,2,,0,no,2018-04-12,89
58,공무원,결혼,검정고시,없음,없음,없음,유선전화,342,1,,0,no,2018-04-12,90
43,기술자,결혼,석박사,없음,대출있음,없음,유선전화,225,1,,0,no,2018-04-13,91
50,미확인,결혼,미확인,미확인,대출있음,없음,유선전화,185,3,,0,no,2018-04-13,92
31,서비스종사자,결혼,전문학교,미확인,없음,없음,유선전화,276,1,,0,no,2018-04-13,93
43,자영업자,이혼,대졸학사,없음,없음,없음,유선전화,87,1,,0,no,2018-04-14,94
43,자영업자,결혼,고졸,미확인,없음,없음,유선전화,744,1,,0,no,2018-04-14,95
30,자영업자,미혼,대졸학사,없음,대출있음,없음,유선전화,262,1,,0,no,2018-04-14,96
27,서비스종사자,미혼,석박사,없음,대출있음,대출있음,유선전화,271,1,,0,no,2018-04-15,97
51,서비스종사자,결혼,미확인,미확인,없음,없음,유선전화,141,1,,0,no,2018-04-15,98
37,기술자,결혼,석박사,없음,대출있음,없음,유선전화,198,2,,0,no,2018-04-15,99
46,주부,결혼,고졸,없음,대출있음,없음,유선전화,150,1,,0,no,2018-04-15,100
35,산업노동자,결혼,석박사,없음,없음,없음,유선전화,241,1,,0,no,2018-04-15,101
47,회사원,이혼,대졸학사,없음,없음,없음,유선전화,196,1,,0,no,2018-04-16,102
46,공무원,결혼,미확인,없음,대출있음,없음,유선전화,149,1,,0,no,2018-04-16,103
40,기술자,결혼,석박사,미확인,없음,대출있음,유선전화,264,1,,0,no,2018-04-16,104
26,주부,결혼,대졸학사,없음,없음,없음,유선전화,246,1,,0,no,2018-04-16,105
32,산업노동자,이혼,고졸,미확인,없음,없음,유선전화,309,2,,0,no,2018-04-16,106
45,공무원,결혼,대졸학사,없음,대출있음,없음,유선전화,140,1,,0,no,2018-04-18,107
34,회사원,결혼,고졸,없음,없음,없음,유선전화,175,1,,0,no,2018-04-18,108
47,산업노동자,결혼,미확인,미확인,없음,없음,유선전화,136,1,,0,no,2018-04-18,109
42,기술자,결혼,석박사,없음,없음,없음,유선전화,1623,1,,0,yes,2018-04-18,110
57,기술자,결혼,중졸,미확인,없음,대출있음,유선전화,50,1,,0,no,2018-04-18,111
57,기술자,결혼,중졸,미확인,없음,없음,유선전화,101,1,,0,no,2018-04-18,112
38,산업노동자,결혼,중졸,없음,없음,대출있음,유선전화,144,1,,0,no,2018-04-18,113
57,기술자,결혼,중졸,미확인,없음,없음,유선전화,238,1,,0,no,2018-04-18,114
28,학생,미혼,고졸,미확인,대출있음,없음,유선전화,354,1,,0,no,2018-04-19,115
60,공무원,결혼,대졸학사,없음,없음,없음,유선전화,451,2,,0,no,2018-04-20,116
